Methane_ppm,CO2_ppm,NH3_ppm,H2S_ppm,Temperature_C,Humidity_percent,Garbage_Present,Risk_Level
16.04,379.65,31.78,10.69,25.67,56.37,Yes,Medium
79.29,396.34,2.33,0.26,31.01,82.31,Yes,High
40.71,465.96,5.1,11.88,19.3,70.29,No,Medium
26.01,509.02,8.13,10.94,32.2,55.13,No,Low
44.28,325.19,6.54,10.93,33.22,91.46,No,Medium
37.75,250.0,12.32,8.69,21.01,67.37,No,Low
35.58,397.88,7.91,15.66,25.1,45.47,No,High
52.28,429.35,6.81,12.36,30.4,63.85,Yes,Medium
55.15,424.94,26.58,4.96,29.28,68.03,Yes,Medium
29.39,367.33,27.24,5.05,32.6,49.69,Yes,Medium
28.48,412.48,24.49,3.6,29.29,44.21,No,Medium
34.5,551.54,20.24,10.76,36.32,61.3,No,Medium
0.0,438.17,15.93,3.0,28.39,54.6,No,Low
9.7,362.66,10.03,13.42,25.08,82.19,No,Low
67.34,349.98,5.47,14.61,24.68,71.12,Yes,Medium
72.9,383.01,18.63,3.6,33.68,50.39,Yes,High
35.02,563.67,3.26,7.07,30.15,66.39,No,Low
51.53,381.67,5.06,8.08,33.17,79.01,Yes,Medium
46.23,398.02,26.53,12.42,33.07,39.09,Yes,Medium
101.58,351.77,34.01,16.05,19.9,44.66,Yes,High
62.39,509.9,18.93,0.0,24.3,59.83,Yes,Medium
37.44,595.98,26.06,6.41,24.9,60.53,Yes,Medium
20.89,445.06,12.54,6.67,25.92,59.22,No,Low
7.87,408.28,1.62,1.0,27.9,55.34,No,Low
44.07,403.68,21.12,5.57,35.0,55.11,No,Medium
24.87,250.0,20.69,10.14,35.99,65.76,No,Medium
11.55,474.52,15.72,6.61,28.54,77.01,No,Low
27.07,413.42,12.58,0.28,28.74,52.79,No,Low
18.37,442.83,24.62,22.37,26.47,96.58,No,High
73.74,328.85,5.14,9.33,30.45,89.41,Yes,High
57.63,361.55,7.26,8.56,31.01,79.94,Yes,Medium
39.84,358.9,4.92,2.51,34.03,69.34,No,Low
69.6,502.16,15.85,9.3,33.99,90.12,Yes,Medium
41.55,362.12,4.12,7.18,18.49,55.65,No,Medium
22.77,608.27,8.16,0.0,29.24,47.51,No,Low
70.46,443.09,7.94,2.65,36.92,52.11,Yes,High
50.78,272.43,12.39,11.97,27.81,44.96,Yes,Medium
19.26,387.15,0.13,17.72,35.7,61.83,No,High
36.19,334.83,15.87,9.84,28.47,64.5,No,Low
22.49,250.0,27.47,13.52,30.87,63.01,Yes,Medium
12.34,559.95,16.35,7.22,24.32,59.81,No,Low
58.52,470.31,30.41,7.57,24.5,62.0,Yes,Medium
78.19,453.32,28.34,13.45,33.63,86.04,Yes,High
12.03,416.54,22.78,16.31,34.41,69.3,No,High
51.26,261.8,15.75,14.51,30.13,73.84,Yes,Medium
26.99,351.64,15.23,2.67,23.86,62.86,No,Low
30.26,484.18,22.64,7.67,30.22,35.77,No,Medium
28.15,294.88,11.08,9.39,36.29,32.79,No,Low
22.72,250.0,0.0,6.7,38.71,91.24,No,Low
40.97,377.29,19.92,9.94,28.42,52.02,No,Medium
23.38,385.82,3.69,12.1,21.7,50.75,No,Low
45.41,413.56,5.38,13.01,34.2,63.68,No,Medium
39.0,472.85,15.0,16.43,28.62,68.26,No,High
35.22,463.76,14.05,6.35,34.72,70.15,No,Low
21.85,425.88,0.88,1.18,31.41,86.62,No,Low
28.46,519.55,16.65,9.79,25.58,82.51,No,Low
55.11,250.0,24.66,17.42,30.29,47.84,Yes,High
50.02,450.46,3.72,5.62,36.54,74.53,Yes,Medium
20.45,462.65,27.72,11.43,29.25,54.24,Yes,Medium
41.99,276.04,0.0,11.48,24.83,57.94,No,Medium
55.03,250.0,36.17,8.96,22.06,43.59,Yes,High
6.61,325.41,10.89,8.03,26.14,34.6,No,Low
50.87,333.85,16.46,3.38,27.95,59.53,Yes,Medium
26.75,475.34,0.0,0.0,34.1,45.66,No,Low
51.41,338.55,14.38,2.44,24.4,73.92,Yes,Medium
24.73,314.37,17.28,6.05,37.77,55.78,No,Low
3.9,338.84,14.14,13.49,23.31,64.63,No,Low
7.45,511.86,9.37,7.48,41.66,80.51,No,Low
40.96,401.3,5.53,5.4,38.63,37.72,No,Medium
45.19,382.07,26.31,3.55,30.71,49.13,Yes,Medium
21.91,389.0,15.31,11.28,21.76,62.71,No,Low
52.77,529.21,30.41,14.79,29.72,64.69,Yes,Medium
6.77,325.08,9.74,13.32,28.07,76.55,No,Low
38.68,531.55,10.65,11.03,23.63,73.01,No,Low
15.78,421.05,23.16,0.62,31.46,61.45,No,Medium
26.96,383.96,0.0,6.24,25.88,64.55,No,Low
40.95,650.09,2.87,17.74,26.43,64.97,No,High
22.79,294.44,25.97,13.61,28.98,37.95,Yes,Medium
32.31,364.63,3.28,0.31,27.13,57.65,No,Low
60.13,276.76,0.0,7.72,40.39,63.73,Yes,Medium
28.46,495.25,33.69,9.82,27.32,66.88,Yes,Medium
56.71,568.92,1.06,4.19,32.2,46.13,Yes,Medium
17.41,566.99,16.84,0.0,30.73,40.97,No,Low
50.6,522.39,15.69,8.49,31.76,56.48,Yes,Medium
68.83,380.24,0.0,4.06,32.15,89.51,Yes,Medium
0.0,363.48,12.33,4.08,34.41,47.71,No,Low
24.06,250.0,19.48,6.23,31.33,77.61,No,Low
51.54,603.59,18.54,7.33,31.12,83.77,Yes,Medium
35.94,446.9,24.04,7.95,30.29,60.68,No,Medium
47.42,350.8,11.13,3.58,29.31,49.8,No,Medium
27.92,532.81,22.13,6.9,25.44,67.69,No,Medium
41.73,302.72,8.11,0.0,29.7,62.92,No,Medium
36.89,440.66,0.9,9.56,31.21,47.11,No,Low
63.36,382.74,2.02,0.0,32.01,50.12,Yes,Medium
45.09,463.87,0.38,6.55,30.9,66.8,No,Medium
46.75,393.64,25.1,12.6,28.84,74.0,Yes,Medium
31.76,254.91,0.0,2.7,29.71,55.16,No,Low
30.25,407.56,17.74,11.58,27.23,58.96,No,Low
31.35,504.89,12.34,13.78,31.57,70.03,No,Low
47.89,397.08,13.97,0.0,28.89,57.41,No,Medium
31.58,477.51,28.64,7.24,30.9,55.51,Yes,Medium
45.8,295.45,10.62,0.0,35.0,48.67,No,Medium
81.51,397.37,21.12,7.41,26.45,48.41,Yes,High
57.42,337.55,15.38,7.96,32.98,100.0,Yes,Medium
33.48,474.7,13.48,0.0,30.17,57.06,No,Low
64.02,403.15,38.0,17.62,40.11,80.48,Yes,High
31.84,469.01,0.59,9.43,28.92,85.26,No,Low
0.0,508.77,27.89,3.75,33.48,57.25,Yes,Medium
19.84,469.16,21.56,15.33,30.08,65.53,No,High
2.58,427.31,10.2,0.0,23.06,61.54,No,Low
32.97,300.18,31.29,1.85,27.4,35.82,Yes,Medium
40.37,399.72,0.0,0.0,34.4,36.72,No,Medium
73.53,346.69,9.78,17.01,27.84,60.73,Yes,High
46.54,365.59,2.92,9.66,18.9,53.63,No,Medium
35.62,362.55,19.12,11.3,29.84,88.37,No,Low
56.59,302.01,3.87,9.51,24.54,56.45,Yes,Medium
0.0,250.0,19.33,10.87,30.66,89.26,No,Low
44.71,333.19,13.14,8.39,37.76,52.85,No,Medium
55.42,419.34,10.21,9.35,33.85,88.68,Yes,Medium
10.43,265.18,18.89,8.54,37.68,67.6,No,Low
62.88,401.57,12.31,4.96,27.19,68.45,Yes,Medium
46.77,590.03,4.11,7.77,29.28,52.32,No,Medium
31.69,502.31,43.01,9.37,24.78,68.65,Yes,High
52.66,564.35,10.13,8.55,26.58,85.39,Yes,Medium
85.41,439.11,0.0,0.61,25.37,57.83,Yes,High
43.64,516.75,6.58,1.28,23.47,54.91,No,Medium
44.96,327.6,2.33,13.41,36.83,56.3,No,Medium
30.81,335.57,23.26,6.47,19.54,84.3,No,Medium
23.0,250.0,18.22,10.92,36.85,72.83,No,Low
56.61,518.61,18.99,2.54,36.23,81.72,Yes,Medium
22.88,554.03,11.3,0.63,32.5,64.7,No,Low
41.43,344.68,12.21,3.78,24.43,60.59,No,Medium
30.45,374.6,11.29,6.89,22.09,66.36,No,Low
49.58,324.61,14.19,4.67,27.26,76.05,No,Medium
46.67,438.27,23.35,14.47,33.13,56.29,No,Medium
60.75,512.49,18.36,8.9,30.02,80.53,Yes,Medium
29.8,250.0,20.0,17.24,24.78,65.49,No,High
34.6,440.94,20.0,10.02,35.74,23.91,No,Low
20.42,372.33,23.84,0.0,38.42,73.25,No,Medium
31.11,411.34,17.88,13.28,28.87,40.92,No,Low
47.55,445.9,18.59,0.45,30.55,72.89,No,Medium
55.14,381.18,26.89,9.15,22.46,73.52,Yes,Medium
21.56,389.64,8.35,4.13,27.93,64.95,No,Low
57.39,378.61,6.44,18.71,32.55,68.16,Yes,High
67.11,497.03,3.14,15.2,31.77,76.48,Yes,High
48.27,441.88,16.83,4.29,27.46,52.57,No,Medium
77.54,422.06,0.0,7.36,28.63,71.9,Yes,High
24.52,272.9,19.62,9.22,27.76,77.45,No,Low
15.11,362.14,13.91,12.32,28.61,86.4,No,Low
4.43,489.87,26.35,8.15,32.12,43.41,Yes,Medium
69.92,403.77,8.28,2.88,20.16,66.13,Yes,Medium
53.09,465.95,12.97,4.41,29.63,45.58,Yes,Medium
38.89,576.65,26.22,7.98,31.75,44.94,Yes,Medium
45.6,503.86,28.83,14.17,27.15,65.39,Yes,Medium
17.49,409.32,8.2,10.14,27.6,61.16,No,Low
88.92,348.9,16.82,4.13,27.75,77.18,Yes,High
42.58,250.0,17.94,11.24,27.6,54.81,No,Medium
42.19,383.16,18.74,6.07,30.03,57.99,No,Medium
54.52,367.4,12.37,12.45,30.65,63.17,Yes,Medium
49.62,439.04,27.81,20.64,19.5,47.07,Yes,High
44.48,384.61,0.0,6.21,33.26,49.15,No,Medium
24.19,367.96,10.79,12.01,28.55,76.74,No,Low
49.43,250.0,19.48,4.27,39.66,51.77,No,Medium
77.64,306.0,19.57,7.44,24.04,77.74,Yes,High
66.91,447.67,28.53,8.15,25.66,69.11,Yes,Medium
71.86,571.59,26.98,7.03,28.99,36.79,Yes,High
29.78,390.25,12.14,20.32,32.07,67.96,No,High
20.21,432.78,28.0,6.47,20.25,67.84,Yes,Medium
37.48,495.25,7.86,10.93,25.85,66.34,No,Low
41.11,318.91,24.31,0.0,32.96,57.87,No,Medium
61.88,436.68,33.11,10.16,25.26,45.9,Yes,Medium
6.15,325.95,27.15,13.71,36.85,80.19,Yes,Medium
70.59,486.48,16.06,5.36,27.73,58.48,Yes,High
36.84,415.14,11.68,0.0,25.5,46.75,No,Low
31.46,429.85,0.0,7.81,33.05,66.86,No,Low
19.76,321.74,18.11,8.09,38.04,48.86,No,Low
6.9,470.7,3.85,11.62,32.08,45.76,No,Low
56.46,608.47,7.07,18.05,36.3,54.37,Yes,High
41.47,299.21,3.09,6.1,38.38,50.02,No,Medium
14.2,366.02,10.4,3.72,25.39,46.32,No,Low
14.1,423.16,14.72,2.17,34.69,72.1,No,Low
33.28,478.64,17.74,8.99,22.38,58.29,No,Low
73.38,344.05,8.99,10.4,32.12,78.78,Yes,High
34.81,250.0,25.69,5.27,29.64,47.18,Yes,Medium
9.94,535.92,12.92,11.89,36.21,34.09,No,Low
35.09,476.05,7.12,10.33,35.86,62.23,No,Low
34.55,250.0,17.26,8.22,32.85,87.84,No,Low
0.0,339.24,34.64,3.49,31.49,67.96,Yes,Medium
38.91,556.82,18.35,5.59,32.54,100.0,No,Low
35.38,544.78,11.37,0.0,30.31,64.98,No,Low
53.92,493.86,0.0,9.18,29.69,63.53,Yes,Medium
76.98,382.39,12.81,8.13,37.21,27.67,Yes,High
62.53,408.3,17.35,8.94,37.81,66.42,Yes,Medium
34.62,386.91,11.12,10.52,29.29,62.53,No,Low
17.87,512.82,0.0,9.93,31.19,53.89,No,Low
91.47,312.42,6.49,7.45,30.41,57.95,Yes,High
41.18,319.42,29.55,8.24,21.94,58.98,Yes,Medium
40.28,501.03,29.34,0.98,28.32,57.3,Yes,Medium
39.52,395.56,6.13,5.08,38.0,91.35,No,Low
43.96,537.85,21.73,8.25,26.25,54.44,No,Medium
37.11,332.85,3.21,4.32,40.57,62.54,No,Low
28.53,394.52,29.04,12.3,35.86,53.94,Yes,Medium
29.06,307.76,17.45,4.71,32.01,71.75,No,Low
39.34,400.74,24.5,9.08,32.8,62.65,No,Medium
29.13,252.15,0.0,8.58,25.41,55.8,No,Low
25.74,351.24,21.78,11.73,28.67,31.11,No,Medium
42.13,256.37,14.92,12.5,37.21,63.65,No,Medium
34.9,469.39,23.52,11.47,26.93,55.36,No,Medium
70.08,471.66,24.15,0.0,35.31,59.09,Yes,High
0.0,250.0,15.66,13.97,23.11,42.26,No,Low
61.83,533.39,8.99,15.64,24.01,81.5,Yes,High
64.92,649.74,22.8,5.59,39.51,72.85,Yes,Medium
0.0,404.6,14.4,9.18,29.94,81.46,No,Low
33.15,335.89,6.27,3.55,27.31,77.2,No,Low
32.57,682.43,5.8,0.0,36.81,68.88,No,Low
11.85,268.1,0.23,4.31,36.23,42.87,No,Low
24.44,402.01,9.9,5.3,34.6,87.65,No,Low
17.79,417.96,26.03,6.23,27.15,46.09,Yes,Medium
75.05,534.51,16.78,3.21,28.57,55.97,Yes,High
58.71,435.97,9.7,4.33,31.56,70.6,Yes,Medium
65.43,350.14,23.05,7.94,33.47,71.35,Yes,Medium
54.43,304.88,6.68,4.15,27.46,68.58,Yes,Medium
17.42,365.82,15.95,10.72,30.85,54.0,No,Low
29.51,299.31,13.2,11.41,31.34,50.9,No,Low
49.79,404.78,22.79,19.9,36.43,98.02,No,High
15.56,343.58,0.0,13.63,33.77,59.41,No,Low
54.26,250.6,6.5,9.22,22.47,57.57,Yes,Medium
35.19,525.51,0.0,4.9,28.93,49.3,No,Low
32.5,350.23,12.4,9.47,25.36,63.67,No,Low
54.22,273.19,27.11,9.63,32.84,62.97,Yes,Medium
48.89,383.17,9.95,5.43,34.62,59.76,No,Medium
32.78,406.84,9.89,11.92,30.51,65.73,No,Low
63.19,250.0,23.72,1.01,28.66,86.45,Yes,Medium
18.38,433.16,25.69,6.78,30.35,51.07,Yes,Medium
52.32,295.28,14.11,10.78,31.04,60.65,Yes,Medium
51.86,571.1,21.85,6.56,26.8,50.28,Yes,Medium
33.81,452.4,4.23,6.97,23.91,64.42,No,Low
46.52,360.01,28.78,7.31,19.75,51.47,Yes,Medium
14.98,325.48,36.49,3.82,36.34,52.12,Yes,High
58.48,389.5,20.21,13.87,32.48,38.11,Yes,Medium
36.3,461.28,0.0,2.91,31.81,61.47,No,Low
29.55,397.45,9.42,9.59,36.33,66.45,No,Low
60.98,378.28,21.13,10.07,23.72,87.91,Yes,Medium
25.91,405.84,10.79,3.26,21.32,67.04,No,Low
11.83,339.61,27.72,8.37,31.92,53.25,Yes,Medium
8.87,365.68,20.88,3.45,31.47,39.6,No,Medium
52.12,250.0,7.94,14.96,21.34,41.68,Yes,Medium
14.39,497.37,15.32,2.31,31.8,40.57,No,Low
75.1,429.88,6.06,4.73,28.0,88.17,Yes,High
0.0,322.65,13.17,1.88,25.96,64.32,No,Low
73.93,589.87,9.45,1.21,28.33,51.26,Yes,High
44.22,408.7,26.75,15.96,17.79,45.6,Yes,High
38.07,296.39,36.16,10.71,27.04,47.16,Yes,High
29.1,485.67,0.69,8.7,26.48,50.86,No,Low
47.98,439.8,0.0,4.72,32.79,79.74,No,Medium
39.25,439.46,12.55,12.54,29.21,59.55,No,Low
62.07,357.42,0.0,3.88,33.19,38.29,Yes,Medium
42.28,445.05,15.46,11.97,17.25,94.66,No,Medium
43.01,373.82,22.49,3.64,25.8,42.9,No,Medium
32.73,455.59,29.94,4.78,32.78,51.14,Yes,Medium
38.86,250.0,17.01,11.79,28.46,79.65,No,Low
46.16,356.61,13.07,12.32,34.23,66.23,No,Medium
5.8,572.22,0.0,10.99,20.98,52.95,No,Low
13.04,323.29,15.26,2.75,33.66,41.53,No,Low
54.87,339.62,15.71,5.77,26.8,45.5,Yes,Medium
43.42,355.2,21.39,8.78,26.32,46.4,No,Medium
36.32,278.52,7.92,3.75,34.96,60.11,No,Low
40.37,250.0,10.65,14.85,35.81,62.87,No,Medium
46.95,376.94,0.22,0.0,35.17,57.77,No,Medium
29.2,413.59,0.0,4.11,40.19,59.41,No,Low
24.43,394.75,3.92,5.45,36.33,44.24,No,Low
43.92,385.51,0.0,0.0,26.02,64.4,No,Medium
20.43,404.3,18.37,1.02,30.71,79.21,No,Low
48.17,502.28,9.82,11.13,28.2,57.56,No,Medium
5.95,380.96,9.62,8.15,40.15,57.27,No,Low
60.58,342.59,5.16,15.87,35.52,61.25,Yes,High
49.45,371.89,0.0,15.73,29.06,76.77,No,High
45.12,457.93,30.08,10.17,34.39,46.58,Yes,Medium
59.65,541.2,5.0,9.57,23.84,81.76,Yes,Medium
73.31,337.19,10.88,8.33,31.25,66.32,Yes,High
60.29,409.89,0.45,0.0,25.31,60.43,Yes,Medium
3.18,433.84,24.72,1.03,21.56,78.2,No,Medium
14.41,300.74,16.43,8.5,33.92,42.27,No,Low
27.5,402.04,6.74,11.08,34.54,67.83,No,Low
40.52,253.43,11.08,9.45,32.29,66.45,No,Medium
50.35,250.0,31.78,3.54,29.09,45.97,Yes,Medium
25.49,436.67,14.27,12.69,23.67,66.91,No,Low
43.74,361.61,13.18,15.41,24.19,64.25,No,High
24.89,420.23,5.59,12.69,25.15,57.32,No,Low
27.77,398.21,0.0,12.95,28.83,72.94,No,Low
11.87,302.36,13.4,5.2,35.38,51.42,No,Low
21.54,395.47,18.25,13.38,35.3,64.05,No,Low
12.97,276.69,26.0,8.73,21.76,58.02,Yes,Medium
20.48,539.1,0.0,10.56,26.53,50.78,No,Low
61.07,264.4,3.75,9.83,26.4,67.54,Yes,Medium
21.01,380.42,9.19,7.39,17.34,56.88,No,Low
92.65,295.77,14.97,3.7,32.83,37.9,Yes,High
49.87,457.04,13.55,7.59,28.77,32.98,No,Medium
43.7,366.86,13.78,12.93,29.43,71.84,No,Medium
22.83,348.13,19.08,5.79,36.73,41.69,No,Low
54.01,485.32,5.97,12.47,30.44,64.19,Yes,Medium
28.49,402.94,24.34,11.69,27.85,60.82,No,Medium
42.44,451.66,19.33,6.51,32.86,54.47,No,Medium
91.2,301.87,11.8,14.94,35.29,89.35,Yes,High
38.08,259.52,31.01,6.22,31.48,62.7,Yes,Medium
62.99,410.72,30.56,15.55,33.45,71.33,Yes,High
25.94,368.12,24.33,10.17,29.27,64.27,No,Medium
39.3,462.64,0.0,7.92,29.59,56.53,No,Low
75.42,392.01,30.79,3.56,30.57,59.71,Yes,High
27.46,420.51,22.95,7.56,26.23,81.88,No,Medium
76.25,250.0,35.06,6.98,27.16,76.32,Yes,High
54.16,588.84,27.37,1.71,36.89,89.28,Yes,Medium
28.75,383.58,30.78,6.91,40.04,63.32,Yes,Medium
52.65,469.76,23.79,3.98,37.96,46.85,Yes,Medium
59.45,316.39,28.49,10.93,23.38,53.39,Yes,Medium
52.44,430.8,34.94,14.53,22.9,42.18,Yes,Medium
8.6,269.72,17.17,1.87,24.05,71.51,No,Low
25.46,445.21,0.0,16.56,30.67,51.21,No,High
35.05,364.4,11.93,7.36,15.96,20.0,No,Low
38.51,402.92,18.9,3.12,27.06,96.96,No,Low
52.41,469.8,15.75,11.79,37.04,51.44,Yes,Medium
43.55,276.75,2.53,5.77,34.91,51.35,No,Medium
13.29,331.55,0.0,7.59,27.45,85.07,No,Low
47.6,445.73,7.59,5.98,27.83,41.88,No,Medium
52.21,609.82,23.08,3.92,32.84,77.05,Yes,Medium
51.2,386.19,30.8,11.62,34.68,51.19,Yes,Medium
61.62,459.11,24.17,6.57,27.33,40.14,Yes,Medium
56.68,389.3,25.57,0.82,28.83,85.59,Yes,Medium
49.18,594.22,14.19,10.76,27.17,73.85,No,Medium
38.6,250.0,0.0,1.97,23.34,73.8,No,Low
6.78,409.46,10.45,2.23,28.9,65.51,No,Low
48.59,250.0,12.41,13.96,28.52,68.99,No,Medium
44.15,250.0,10.03,2.02,23.7,41.52,No,Medium
45.43,429.75,15.55,0.0,33.23,61.67,No,Medium
14.47,413.95,19.41,11.11,32.42,46.07,No,Low
18.38,371.52,23.53,6.48,33.48,39.17,No,Medium
61.06,389.38,12.22,6.91,26.16,66.16,Yes,Medium
39.21,709.83,0.0,6.43,20.08,77.37,No,Low
53.63,374.18,10.17,9.16,32.34,54.25,Yes,Medium
40.57,451.01,15.44,4.24,26.68,56.82,No,Medium
40.6,335.06,27.23,15.38,25.55,42.93,Yes,High
58.77,429.52,9.32,0.62,23.71,60.11,Yes,Medium
29.68,376.18,20.13,10.22,28.62,71.4,No,Medium
41.92,358.95,17.9,11.21,37.89,71.87,No,Medium
30.75,581.89,15.44,4.2,27.47,68.18,No,Low
31.31,517.72,24.31,2.88,24.55,50.72,No,Medium
33.82,413.67,8.39,13.09,33.26,50.25,No,Low
44.44,250.0,9.25,3.05,30.86,71.93,No,Medium
30.43,363.9,14.88,4.97,19.4,72.18,No,Low
65.12,670.3,8.6,12.44,33.31,57.42,Yes,Medium
22.11,376.93,20.08,8.17,40.64,53.61,No,Medium
36.26,510.32,7.87,0.0,17.0,77.51,No,Low
31.21,544.19,17.26,16.74,23.82,54.6,No,High
68.94,421.9,14.0,5.35,15.76,71.19,Yes,Medium
43.93,315.82,17.15,5.99,29.62,57.95,No,Medium
60.64,250.0,10.4,9.28,34.95,44.29,Yes,Medium
10.29,468.42,11.61,11.13,30.53,84.18,No,Low
45.34,318.52,15.96,17.81,36.96,61.8,No,High
57.79,417.62,17.02,0.0,34.15,49.34,Yes,Medium
41.65,275.02,14.96,12.13,38.51,39.14,No,Medium
61.31,373.48,32.05,11.72,35.8,40.65,Yes,Medium
29.65,403.37,5.09,7.31,27.99,54.41,No,Low
68.19,426.86,14.36,11.94,30.33,88.88,Yes,Medium
85.98,288.52,0.0,12.67,25.66,51.23,Yes,High
32.74,519.69,18.72,1.09,28.85,81.71,No,Low
31.09,340.31,3.85,16.75,30.31,58.04,No,High
69.07,250.0,12.22,0.21,29.58,42.28,Yes,Medium
71.59,389.1,11.28,2.32,36.71,52.9,Yes,High
29.54,403.44,17.81,6.69,28.35,40.79,No,Low
31.6,416.06,9.47,17.62,25.34,47.16,No,High
34.36,536.21,9.05,6.46,25.65,46.71,No,Low
13.11,376.36,29.36,7.84,33.28,31.44,Yes,Medium
21.63,388.04,17.85,15.16,22.98,82.69,No,High
19.92,289.68,9.39,6.5,28.99,63.17,No,Low
24.64,482.06,12.49,2.11,36.64,49.71,No,Low
39.31,418.43,31.45,5.91,31.46,63.33,Yes,Medium
44.68,358.0,12.65,14.85,29.63,47.47,No,Medium
71.01,250.0,8.11,8.35,29.82,20.0,Yes,High
20.03,544.44,8.15,17.65,24.85,100.0,No,High
59.69,277.23,9.51,11.69,25.71,62.84,Yes,Medium
35.72,340.87,9.06,4.78,29.02,51.16,No,Low
39.01,435.83,2.2,8.26,31.36,30.99,No,Low
53.5,280.34,3.76,3.73,34.74,37.59,Yes,Medium
17.55,250.65,6.71,4.66,30.46,84.82,No,Low
47.65,250.0,20.92,30.4,36.76,82.53,No,High
43.33,472.1,11.19,13.09,38.03,71.3,No,Medium
49.85,345.48,12.93,12.31,33.98,43.27,No,Medium
45.78,692.73,27.7,4.88,36.12,82.65,Yes,Medium
89.11,300.56,27.95,15.85,25.05,66.75,Yes,High
27.25,307.85,12.18,13.5,24.25,69.82,No,Low
29.38,343.46,8.69,17.41,32.59,66.69,No,High
27.54,424.31,6.36,17.17,23.29,37.4,No,High
28.89,352.98,21.93,0.6,28.55,42.03,No,Medium
27.25,461.23,12.95,2.45,33.86,52.35,No,Low
63.78,302.14,11.14,2.98,37.07,69.65,Yes,Medium
68.41,261.84,6.86,3.28,28.73,39.29,Yes,Medium
28.59,250.0,7.3,9.62,26.75,57.37,No,Low
23.35,250.0,18.2,5.17,31.6,57.35,No,Low
49.43,348.19,1.85,18.36,24.63,71.89,No,High
28.96,369.9,24.95,17.52,29.13,70.12,No,High
52.66,336.86,9.66,7.97,29.96,44.85,Yes,Medium
44.06,524.34,13.5,17.78,29.86,81.7,No,High
9.69,522.8,1.63,15.44,30.44,42.55,No,High
70.95,366.52,14.88,5.75,25.83,76.38,Yes,High
75.92,250.0,11.72,0.0,26.37,51.75,Yes,High
27.74,343.33,14.5,6.91,26.26,62.46,No,Low
32.25,340.02,29.72,4.78,21.9,63.39,Yes,Medium
45.72,334.29,16.78,9.03,31.71,62.97,No,Medium
46.69,330.23,7.05,8.45,34.47,70.12,No,Medium
53.17,334.65,7.89,8.32,33.98,65.87,Yes,Medium
80.2,361.35,20.95,10.62,28.69,71.75,Yes,High
36.46,336.45,27.99,1.94,25.94,66.97,Yes,Medium
24.03,420.83,17.82,10.06,33.72,41.03,No,Low
12.41,436.04,21.89,5.8,33.19,64.05,No,Medium
25.38,308.94,21.1,9.0,31.09,51.54,No,Medium
39.34,527.11,29.19,12.79,38.72,43.36,Yes,Medium
75.89,301.99,0.0,1.88,29.87,55.65,Yes,High
29.65,250.0,21.67,6.59,28.72,62.75,No,Medium
44.48,438.08,24.84,7.41,28.0,63.75,No,Medium
39.67,318.26,1.61,5.43,22.2,75.84,No,Low
63.77,432.13,6.14,12.5,33.31,79.61,Yes,Medium
90.54,250.0,6.49,4.4,29.47,65.04,Yes,High
29.38,539.25,7.71,5.22,32.55,67.76,No,Low
30.21,467.23,10.18,4.45,39.21,61.43,No,Low
60.88,250.0,17.43,13.46,28.05,71.51,Yes,Medium
53.64,252.12,23.66,5.54,18.31,67.3,Yes,Medium
76.93,567.23,25.81,10.3,32.41,59.18,Yes,High
51.68,326.26,6.62,17.88,30.83,92.28,Yes,High
32.81,316.58,6.55,7.63,26.34,51.81,No,Low
51.81,250.0,28.16,13.56,31.99,81.82,Yes,Medium
62.17,364.92,21.47,16.36,33.93,39.69,Yes,High
56.41,377.23,15.83,13.14,25.27,72.2,Yes,Medium
50.15,471.55,19.73,7.92,28.49,81.55,Yes,Medium
61.33,260.09,14.7,11.21,37.38,31.39,Yes,Medium
63.39,250.0,20.25,1.56,26.39,62.08,Yes,Medium
67.64,445.1,11.64,4.1,30.33,70.73,Yes,Medium
52.97,500.67,17.69,4.98,16.88,63.78,Yes,Medium
36.66,250.0,0.0,19.2,22.59,65.67,No,High
42.93,508.15,8.12,3.94,30.79,62.04,No,Medium
64.13,403.75,8.23,3.86,36.14,43.59,Yes,Medium
23.66,509.18,11.26,2.78,23.19,95.52,No,Low
47.37,392.98,5.73,10.8,30.37,52.45,No,Medium
32.13,250.0,9.66,8.71,28.12,66.51,No,Low
40.57,384.8,0.0,13.43,34.77,50.3,No,Medium
65.57,506.01,20.49,11.36,23.91,25.86,Yes,Medium
43.82,310.63,14.17,1.1,32.15,46.13,No,Medium
40.93,361.2,0.0,3.96,26.73,38.29,No,Medium
12.8,382.39,6.65,14.83,31.12,76.37,No,Low
54.93,250.0,18.37,6.98,30.34,50.9,Yes,Medium
52.91,567.13,9.57,13.94,28.74,52.29,Yes,Medium
83.27,309.86,8.03,7.25,32.39,44.04,Yes,High
33.84,450.57,14.25,3.16,30.22,61.41,No,Low
44.38,391.33,18.44,6.48,29.34,49.25,No,Medium
44.99,525.76,0.64,3.16,28.22,74.89,No,Medium
71.55,440.61,20.5,5.17,30.39,64.53,Yes,High
38.09,376.51,7.0,9.0,31.11,51.42,No,Low
45.58,310.65,14.82,10.56,25.05,72.75,No,Medium
52.16,479.79,14.65,0.05,28.25,60.12,Yes,Medium
43.73,250.0,9.73,7.91,24.72,60.32,No,Medium
31.07,464.59,4.76,5.07,29.8,38.06,No,Low
43.88,290.1,12.14,4.76,27.04,58.93,No,Medium
61.47,525.23,31.25,8.66,33.85,64.82,Yes,Medium
